Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,ppi,SSD,HDD
Dell,Notebook,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.06,127712.16,1,0,282.42399616439724,512,0
Lenovo,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,No OS,2.4,41505.12,0,1,157.3505121487356,256,0
Acer,Ultrabook,Intel Core i5 7Y54 1.2GHz,8.0,Intel HD Graphics 615,Windows 10,1.12,52693.92,0,1,157.3505121487356,256,0
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,141.21199808219862,128,1000
Vero,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.3,13852.8,0,1,157.3505121487356,0,0
Xiaomi,Ultrabook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce MX150,No OS,1.3,53274.672,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 8250U 1.6GHz,8.0,Nvidia GeForce MX150,No OS,2.8,37189.44,0,0,106.11306214269258,256,0
Dell,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.62,44701.92,1,1,165.6321180513006,0,1000
HP,Notebook,Intel Core i5 8250U 1.6GHz,8.0,Nvidia GeForce 930MX,Windows 10,2.5,48697.92,0,1,157.3505121487356,0,1000
Razer,Gaming,Intel Core i7 7820HK 2.9GHz,32.0,Nvidia GeForce GTX 1080,Windows 10,3.49,324954.72,1,0,282.42399616439724,1000,0
HP,Notebook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.49,51095.52,0,0,141.21199808219862,512,0
HP,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,3.35,73473.12,0,1,157.3505121487356,256,1000
HP,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce 930MX ,Windows 10,2.5,55677.6,0,0,141.21199808219862,256,0
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,2.65,98301.6,0,1,282.42399616439724,512,1000
Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,Windows 10,2.1,26267.04,0,0,100.45466986113651,128,0
Acer,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,Windows 10,2.23,39533.76,0,0,141.21199808219862,0,1000
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,3.2,93186.72,0,1,157.3505121487356,512,1000
Dell,Workstation,Intel Xeon E3-1505M V6 3GHz,16.0,Nvidia Quadro M1200,Windows 10,2.8,162770.4,0,0,282.42399616439724,256,1000
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,No OS,2.4,74485.44,0,0,141.21199808219862,512,0
Dell,Notebook,Intel Core i3 7100U 2.4GHz,6.0,Intel HD Graphics 620,Windows 10,2.3,23389.92,1,0,100.45466986113651,0,1000
Dell,Ultrabook,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.21,103842.72,1,1,352.4651472131677,256,0
Acer,Notebook,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Linux,2.4,41505.12,0,0,141.21199808219862,0,1000
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows 10,2.9,74964.96,0,0,141.21199808219862,256,1000
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,2.1,18594.72,0,0,141.21199808219862,0,500
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,No OS,2.2,29250.72,0,0,141.21199808219862,256,0
Huawei,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.05,79866.72,0,1,199.69207064108247,512,0
Dell,Ultrabook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,1.4,49650.5664,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce GTX 940MX,No OS,2.8,31381.92,0,0,106.11306214269258,0,1000
HP,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce 930MX,Windows 10,1.63,54931.68,0,0,141.21199808219862,256,0
Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.6,61218.72,0,0,141.21199808219862,256,0
Dell,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,16.0,Intel UHD Graphics 620,Windows 10,1.62,68145.12,1,0,165.6321180513006,512,0
Dell,Notebook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 520,Linux,2.2,36089.208,0,0,141.21199808219862,256,0
Lenovo,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.74,47898.72,0,1,157.3505121487356,256,0
Toshiba,Ultrabook,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows 10,1.2,72620.64,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,2.1,42304.32,0,0,141.21199808219862,0,1000
Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,4.42,130873.7952,0,1,157.3505121487356,256,1000
Acer,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,Windows 10,2.2,44328.96,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i7 7500U 2.7GHz,16.0,AMD Radeon R7 M445,Windows 10,2.3,45768.0528,1,0,165.6321180513006,0,1000
Asus,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 920MX ,Windows 10,2.0,40972.32,0,0,141.21199808219862,256,0
Asus,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce GTX 950M,Windows 10,2.69,47472.48,0,0,141.21199808219862,256,500
HP,Notebook,Intel Core i7 7500U 2.7GHz,8.0,AMD FirePro W4190M ,Windows 10,1.9,67612.32,0,0,141.21199808219862,0,1000
Asus,Notebook,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,2.37,21258.1872,0,0,100.45466986113651,0,1000
HP,Notebook,AMD E-Series 9000e 1.5GHz,4.0,AMD Radeon R2,Windows 10,2.1,17582.4,0,0,100.45466986113651,0,500
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1060,Windows 10,3.2,79866.72,0,1,157.3505121487356,256,1000
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.6,45767.52,0,0,141.21199808219862,256,0
Acer,2 in 1 Convertible,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows 10,1.6,36709.92,1,1,165.6321180513006,256,0
Dell,Notebook,Intel Core i7 7500U 2.7GHz,16.0,AMD Radeon R7 M445,Linux,2.36,47898.72,0,0,141.21199808219862,256,0
Acer,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Linux,2.1,20779.2,0,0,100.45466986113651,0,1000
Asus,Notebook,AMD A10-Series A10-9620P 2.5GHz,4.0,AMD Radeon R5 M430,Windows 10,2.2,30636.0,0,0,141.21199808219862,128,1000
Asus,Gaming,Intel Core i7 7820HK 2.9GHz,32.0,Nvidia GeForce GTX 1080,Windows 10,4.7,207259.2,0,0,141.21199808219862,512,1000
Acer,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.5,45074.88,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows 10,7.2,31381.92,0,0,100.45466986113651,128,0
Asus,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce 150MX,Windows 10,2.1,61005.6,0,0,141.21199808219862,128,1000
Asus,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce GTX 950M,No OS,2.69,47365.92,0,0,141.21199808219862,128,1000
Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.56,46833.12,0,0,141.21199808219862,256,0
Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.38,57489.12,1,1,165.6321180513006,256,0
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,2.2,52480.8,0,0,141.21199808219862,128,2000
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.04,29783.52,1,0,100.45466986113651,0,1000
Asus,Gaming,Intel Core i7 7820HK 2.9GHz,16.0,Nvidia GeForce GTX 1080,Windows 10,3.6,159786.72,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i5 8250U 1.6GHz,4.0,Intel UHD Graphics 620,Windows 10,1.49,35964.0,0,1,157.3505121487356,0,500
Apple,Ultrabook,Intel Core i5 3.1GHz,8.0,Intel Iris Plus Graphics 650,macOS,1.37,108691.2,0,1,226.98300468106115,512,0
Dell,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,2.08,43636.32,1,1,165.6321180513006,0,1000
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 980M,Windows 10,4.3,95850.72,0,0,141.21199808219862,256,1000
Asus,Notebook,AMD A9-Series 9420 3GHz,4.0,AMD Radeon R5 M420,Windows 10,1.68,24988.32,0,0,100.45466986113651,0,1000
Lenovo,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.37,98514.72,1,1,165.6321180513006,512,0
Acer,Notebook,Intel Core i3 7130U 2.7GHz,4.0,Nvidia GeForce MX130,Windows 10,3.0,37402.56,0,1,157.3505121487356,256,0
Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,1.41,50562.72,0,0,141.21199808219862,256,0
HP,Notebook,AMD A6-Series A6-9220 2.5GHz,8.0,AMD Radeon R4 Graphics,Windows 10,1.91,23757.552,0,0,100.45466986113651,128,0
HP,Notebook,Intel Core i7 8550U 1.8GHz,16.0,Nvidia GeForce MX150,Windows 10,2.9,56423.52,0,1,157.3505121487356,0,1000
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,4.14,133146.72,0,0,141.21199808219862,512,1000
Lenovo,2 in 1 Convertible,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050M,Windows 10,2.0,90522.72,1,1,165.6321180513006,512,0
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,2.8,60845.76,0,0,141.21199808219862,128,1000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,No OS,2.2,23656.32,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i5 8250U 1.6GHz,4.0,Intel HD Graphics 620,Windows 10,2.1,38468.16,0,1,157.3505121487356,0,500
Dell,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows 10,2.18,35004.96,0,0,141.21199808219862,0,1000
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon R5 M430,Windows 10,2.24,30103.2,0,0,141.21199808219862,0,1000
Dell,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,2.67,42570.72,1,0,165.6321180513006,256,0
Asus,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,4.1,79866.72,1,0,165.6321180513006,1024,0
HP,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce 930MX ,Windows 10,2.5,54239.04,0,0,141.21199808219862,0,1000
Lenovo,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,2.05,46886.4,0,0,141.21199808219862,256,0
Apple,Ultrabook,Intel Core i5 2.9GHz,8.0,Intel Iris Graphics 550,macOS,1.37,104370.192,0,1,226.98300468106115,512,0
Asus,Gaming,AMD Ryzen 1700 3GHz,16.0,AMD Radeon RX 580,Windows 10,3.2,82530.72,0,0,141.21199808219862,256,1000
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 520,Linux,2.14,39164.5296,0,0,141.21199808219862,256,0
Lenovo,2 in 1 Convertible,Intel Core i7 6600U 2.6GHz,16.0,Intel HD Graphics 520,Windows 10,1.36,133146.72,1,0,209.8006828649808,512,0
Toshiba,Notebook,Intel Core i7 6500U 2.5GHz,8.0,Nvidia GeForce 930M,Windows 10,2.2,43263.36,0,0,100.45466986113651,0,500
Dell,Notebook,Intel Core i7 7500U 2.7GHz,12.0,Intel HD Graphics 620,Windows 10,2.3,37992.3696,0,0,100.45466986113651,0,1000
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Linux,2.8,58554.72,0,0,141.21199808219862,128,1000
Acer,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce MX130,Windows 10,2.2,39693.6,0,1,157.3505121487356,0,1000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,2.8,26053.92,0,0,106.11306214269258,0,1000
Lenovo,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce MX150,No OS,2.8,45234.72,0,0,141.21199808219862,0,2000
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,6.0,Nvidia GeForce 940MX,Windows 10,2.8,45767.52,0,0,106.11306214269258,128,1000
Dell,Notebook,Intel Core i3 6006U 2.0GHz,4.0,AMD Radeon R5 M430,Linux,2.25,22803.84,0,0,141.21199808219862,0,1000
Lenovo,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.5,44169.12,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows 10,2.2,30849.12,0,0,141.21199808219862,256,0
Acer,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce MX150,Windows 10,3.0,50669.28,0,1,157.3505121487356,256,0
Acer,Notebook,Intel Core i7 7500U 2.7GHz,12.0,Intel HD Graphics 620,Windows 10,2.15,35111.52,1,1,165.6321180513006,0,1000
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 630,Windows 10,1.95,58448.16,0,1,157.3505121487356,256,0
Asus,Ultrabook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows 10,1.7,52054.56,0,0,141.21199808219862,256,0
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,62817.12,0,1,157.3505121487356,256,1000
Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,No OS,2.2,35112.0528,0,0,141.21199808219862,0,1000
Acer,Notebook,Intel Celeron Dual Core 3205U 1.5GHz,2.0,Intel HD Graphics,Chrome OS,2.19,10602.72,0,0,100.45466986113651,16,0
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,3.0,63243.36,0,0,141.21199808219862,0,1000
HP,Notebook,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows 10,2.54,26053.92,0,0,106.11306214269258,0,1000
Dell,Notebook,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.0,97449.12,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows 10,2.05,39373.92,0,0,141.21199808219862,256,0
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,3.2,69210.72,0,1,157.3505121487356,0,1000
Acer,Notebook,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Linux,2.5,52161.12,0,0,141.21199808219862,256,0
Dell,Workstation,Intel Core i7 7820HQ 2.9GHz,16.0,Nvidia Quadro M1200,Windows 10,3.42,153705.3408,0,0,141.21199808219862,256,0
Lenovo,Notebook,AMD A10-Series 9600P 2.4GHz,6.0,AMD Radeon R5 430,Windows 10,2.4,26586.72,0,0,141.21199808219862,0,1000
Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,16.0,Nvidia GeForce 940MX,Windows 10,1.63,78215.04,0,0,141.21199808219862,512,0
Asus,Notebook,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows 10,1.3,27119.52,0,0,100.45466986113651,128,0
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,2.9,113060.16,0,0,141.21199808219862,256,1000
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,6.0,Nvidia GeForce GTX 940M,Windows 10,5.8,34578.72,0,0,106.11306214269258,0,1000
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,No OS,2.2,29250.72,0,0,100.45466986113651,0,2000
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,67399.2,0,0,141.21199808219862,128,1000
Lenovo,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,No OS,2.2,19180.2672,0,0,100.45466986113651,0,1000
HP,2 in 1 Convertible,Intel Core i7 7600U 2.8GHz,16.0,Intel HD Graphics 620,Windows 10,1.28,105228.0,1,0,165.6321180513006,256,0
Toshiba,Notebook,Intel Core i7 6500U 2.5GHz,8.0,Nvidia GeForce 930M,Windows 10,2.2,55571.04,0,1,157.3505121487356,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows 10,2.3,43636.32,0,0,141.21199808219862,128,1000
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,1.86,24988.32,0,0,141.21199808219862,0,1000
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.1,53226.72,0,1,157.3505121487356,256,0
Dell,Ultrabook,Intel Core i7 8550U 1.8GHz,16.0,Intel UHD Graphics 620,Windows 10,1.21,133146.72,1,1,352.4651472131677,1000,0
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows 10,2.8,111834.72,0,1,157.3505121487356,256,1000
Acer,Notebook,AMD A8-Series 7410 2.2GHz,8.0,AMD Radeon R5,Windows 10,2.23,24988.32,0,0,141.21199808219862,256,0
Asus,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,2.0,Intel HD Graphics 500,Windows 10,1.1,14652.0,1,0,100.45466986113651,0,0
Dell,Notebook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows 10,2.33,44968.32,0,0,141.21199808219862,128,1000
HP,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,16.0,Intel UHD Graphics 620,Windows 10,1.29,130482.72,1,1,352.4651472131677,1000,0
Lenovo,Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4.0,Intel HD Graphics 510,Chrome OS,1.45,24503.472,0,0,100.45466986113651,0,0
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.95,52214.4,0,0,141.21199808219862,256,0
Acer,Notebook,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows 10,1.4,25840.8,0,0,100.45466986113651,0,0
HP,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.48,68837.76,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4.0,Nvidia GeForce 920MX,Windows 10,2.79,31381.92,0,0,106.11306214269258,0,1000
Asus,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,58288.32,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,2.1,48058.56,0,1,100.45466986113651,0,1000
Acer,Notebook,AMD A12-Series 9720P 2.7GHz,8.0,AMD Radeon RX 540,Windows 10,2.2,35111.52,0,0,100.45466986113651,256,0
Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.44,15557.76,0,0,100.45466986113651,0,0
Acer,Notebook,Intel Core i5 7200U 2.5GHz,6.0,Intel HD Graphics 620,Windows 10,8.23,29250.72,0,0,100.45466986113651,0,1000
Asus,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,Windows 10,1.7,55938.672,0,0,141.21199808219862,256,0
HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.26,71128.8,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Core i7 7700HQ 2.8GHz,32.0,Nvidia GeForce GTX 1050,Windows 10,2.06,140605.92,1,0,282.42399616439724,1000,0
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,63882.72,0,0,141.21199808219862,256,1000
Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,50243.04,0,1,157.3505121487356,256,0
Asus,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,71075.52,0,0,141.21199808219862,256,1000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,1.85,23922.72,0,0,141.21199808219862,0,1000
Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.5,53226.72,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows 10,1.48,67559.04,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.84,60952.32,0,0,141.21199808219862,256,0
Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Linux,2.0,14651.4672,0,0,100.45466986113651,0,1000
Dell,Notebook,Intel Core i5 8250U 1.6GHz,8.0,Nvidia GeForce 940MX,Windows 10,2.0,60885.72,0,0,141.21199808219862,256,0
Dell,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics,Linux,2.2,14646.672,0,0,100.45466986113651,0,500
Lenovo,Notebook,AMD A12-Series 9720P 3.6GHz,12.0,AMD Radeon 530,Windows 10,2.2,47898.72,0,0,141.21199808219862,0,2000
HP,Notebook,Intel Core i3 7100U 2.4GHz,8.0,Nvidia GeForce 930MX ,Windows 10,2.1,38148.48,0,1,157.3505121487356,0,1000
Lenovo,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,16.0,Intel UHD Graphics 620,Windows 10,1.4,111834.72,1,1,352.4651472131677,512,0
Dell,Ultrabook,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows 10,1.2,84129.12,0,0,141.21199808219862,256,0
Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153.12,0,1,157.3505121487356,256,2000
HP,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2.0,Intel HD Graphics 400,Windows 10,1.44,14865.12,0,0,100.45466986113651,0,0
Dell,Ultrabook,Intel Core i7 8650U 1.9GHz,16.0,Intel UHD Graphics 620,Windows 10,1.88,85672.1088,0,0,141.21199808219862,768,0
Asus,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows 10,1.5,19980.0,1,0,100.45466986113651,0,0
Dell,Ultrabook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows 10,0.0002,35324.64,0,0,141.21199808219862,0,1000
HP,Notebook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.84,69477.12,0,0,141.21199808219862,256,0
MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows 10,2.7,75071.52,0,0,141.21199808219862,128,1000
HP,Workstation,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows 10,2.6,92615.0256,0,0,141.21199808219862,256,0
Toshiba,Notebook,Intel Core i7 6500U 2.5GHz,16.0,Nvidia GeForce 930M,Windows 10,2.4,74751.84,0,1,157.3505121487356,512,0
Dell,Notebook,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows 10,2.02,51729.552,0,0,141.21199808219862,128,2000
Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,No OS,2.2,17155.6272,0,0,100.45466986113651,0,1000
Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows 10,2.65,53226.72,0,0,141.21199808219862,0,1000
Dell,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.36,29696.6736,1,0,100.45466986113651,0,2000
Dell,Notebook,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows 10,1.36,76030.56,0,0,141.21199808219862,256,0
HP,Notebook,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows 10,1.86,23389.92,0,0,100.45466986113651,0,500
Asus,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,2.0,50349.6,0,0,141.21199808219862,256,0
Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,6.0,Nvidia GeForce GTX 940MX,Windows 10,2.8,38308.32,0,0,106.11306214269258,128,1000
HP,Notebook,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows 10,1.86,34045.92,0,0,141.21199808219862,0,1000
Lenovo,Notebook,Intel Core i3 6006U 2GHz,8.0,Nvidia GeForce 920MX ,No OS,2.2,26586.72,0,0,100.45466986113651,256,0
HP,Notebook,Intel Pentium Quad Core N3710 1.6GHz,8.0,Intel HD Graphics 405,Windows 10,2.04,20725.92,0,0,100.45466986113651,0,2000
Dell,Notebook,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,141.21199808219862,128,1000
Lenovo,Gaming,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,No OS,2.4,43103.52,0,1,157.3505121487356,128,1000
Dell,Notebook,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R7 M445,Windows 10,2.33,47898.72,0,0,141.21199808219862,256,0
HP,Ultrabook,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows 10,1.36,93240.0,0,1,157.3505121487356,256,0
